채수위치,week_start_target,lw4_mean_total_cyano_mean,lw4_std_total_cyano_mean,lw4_slope_total_cyano_mean,lw4_mean_total_cyano_max,lw4_std_total_cyano_max,lw4_slope_total_cyano_max,lw4_mean_발령단계_코드_max,lw4_std_발령단계_코드_max,lw4_slope_발령단계_코드_max,lw4_mean_microcystis_mean,lw4_std_microcystis_mean,lw4_slope_microcystis_mean,lw4_mean_anabaena_mean,lw4_std_anabaena_mean,lw4_slope_anabaena_mean,lw4_mean_oscillatoria_mean,lw4_std_oscillatoria_mean,lw4_slope_oscillatoria_mean,lw4_mean_aphanizomenon_mean,lw4_std_aphanizomenon_mean,lw4_slope_aphanizomenon_mean,lw4_mean_수온(℃)_mean,lw4_std_수온(℃)_mean,lw4_slope_수온(℃)_mean,lw4_mean_pH_mean,lw4_std_pH_mean,lw4_slope_pH_mean,lw4_mean_DO(㎎/L)_mean,lw4_std_DO(㎎/L)_mean,lw4_slope_DO(㎎/L)_mean,lw4_mean_탁도_mean,lw4_std_탁도_mean,lw4_slope_탁도_mean,lw4_mean_Chl-a (㎎/㎥)_mean,lw4_std_Chl-a (㎎/㎥)_mean,lw4_slope_Chl-a (㎎/㎥)_mean,lw4_mean_투명도_mean,lw4_std_투명도_mean,lw4_slope_투명도_mean,lw4_mean_합계 일조시간(hr)_mean,lw4_std_합계 일조시간(hr)_mean,lw4_slope_합계 일조시간(hr)_mean,lw4_mean_유입량(㎥/s)_mean,lw4_std_유입량(㎥/s)_mean,lw4_slope_유입량(㎥/s)_mean,lw4_mean_총방류량(㎥/s)_mean,lw4_std_총방류량(㎥/s)_mean,lw4_slope_총방류량(㎥/s)_mean,lw4_mean_수위(EL.m)_mean,lw4_std_수위(EL.m)_mean,lw4_slope_수위(EL.m)_mean,lw4_mean_저수율(%)_mean,lw4_std_저수율(%)_mean,lw4_slope_저수율(%)_mean,lw4_mean_일강수_주합_mm,lw4_std_일강수_주합_mm,lw4_slope_일강수_주합_mm,lw2_mean_total_cyano_max,lw1_total_cyano_max,lw2_mean_total_cyano_mean,lw1_total_cyano_mean,lw2_mean_발령단계_코드_max,lw1_발령단계_코드_max,lw2_mean_수온(℃)_mean,lw1_수온(℃)_mean,lw2_mean_Chl-a (㎎/㎥)_mean,lw1_Chl-a (㎎/㎥)_mean,lw2_mean_유입량(㎥/s)_mean,lw1_유입량(㎥/s)_mean,lw2_mean_총방류량(㎥/s)_mean,lw1_총방류량(㎥/s)_mean,lw2_mean_일강수_주합_mm,lw1_일강수_주합_mm,lw2_mean_합계 일조시간(hr)_mean,lw1_합계 일조시간(hr)_mean,y_cyano_max_next,y_cyano_mean_next,y_stage_max_next,y_alert_ge1_next
문의,2016-04-11,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,8.832142857142857,0.05567306167185657,0.12857142857142811,8.14642857142857,0.09278843611976095,-0.21428571428571352,13.171428571428573,0.22269224668742707,-0.5142857142857142,1.6357142857142857,0.11134612334371354,-0.2571428571428571,4.489285714285714,0.01855768722395219,-0.042857142857142705,,,,8.040476190476191,1.1220754377410904,0.19523809523809632,31.87675,19.780923128356495,37.47557142857143,19.11939285714286,0.26329479046056614,0.7265714285714289,67.36892857142857,0.07687370373886178,0.19428571428571217,44.83571428571429,0.25183003662577563,0.6285714285714334,20.706766666666667,25.8173615726898,54.6993,1e-06,1e-06,1e-06,1e-06,0.0,0.0,8.864285714285714,8.928571428571429,4.478571428571429,4.457142857142857,40.34464285714286,65.247,19.3415,19.474857142857143,36.290333333333336,64.9457,7.661904761904762,7.195238095238096,1e-06,1e-06,0,0
문의,2016-04-18,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,9.22857142857143,0.6701355330476516,1.5857142857142836,8.075,0.12752550765255072,-0.2857142857142856,12.785714285714285,0.6298687910013894,-1.5428571428571445,1.6357142857142857,0.11134612334371354,0.0,4.539285714285715,0.09442360047430208,0.20000000000000018,,,,8.097619047619048,1.0723514543858073,-2.60952380952381,39.03532142857143,22.050938327800917,37.35942857142857,19.34621428571429,0.23519762641104044,0.6092857142857113,67.58142857142857,0.33749829931544606,0.8014285714285876,45.5,1.0545334590834612,2.4857142857142875,44.84148333333333,43.69294946392317,106.78526666666666,1e-06,1e-06,1e-06,1e-06,0.0,0.0,9.657142857142857,10.385714285714284,4.578571428571429,4.7,60.82635714285715,56.40571428571429,19.565214285714283,19.655571428571427,85.86548333333333,106.78526666666666,7.211904761904762,7.228571428571429,1e-06,1e-06,0,0
문의,2016-04-25,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,10.332142857142857,1.776730975466931,4.414285714285713,8.085714285714285,0.138873014965883,0.04285714285714448,12.29642857142857,0.7820939319335929,-1.9571428571428573,1.7607142857142857,0.27448932175059576,0.5000000000000002,4.625,0.15563398978214932,0.3428571428571425,,,,7.18452380952381,0.6875502455355932,-1.942857142857143,65.28735714285715,38.78461369715773,108.61214285714286,19.35067857142857,0.22956432505233554,-0.14399999999999835,68.005,0.6771341922290695,1.7271428571428515,46.84285714285714,2.15449222200821,5.5142857142857125,62.14985833333333,35.433697945594844,61.598533333333336,1e-06,1e-06,1e-06,1e-06,0.0,0.0,11.799999999999999,13.214285714285714,4.771428571428571,4.8428571428571425,90.23007142857143,124.05442857142857,19.359857142857145,19.06414285714286,88.00938333333333,69.2335,6.707142857142857,6.185714285714285,1e-06,1e-06,0,0
문의,2016-05-02,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,11.774999999999999,2.2318056888208395,5.642857142857142,8.1,0.1521948268047324,0.27142857142857046,11.832142857142857,0.5713727651320929,-1.3428571428571416,1.7750000000000001,0.2724370363506222,0.3142857142857145,4.882142857142857,0.3978738134491533,1.071428571428572,,,,7.207142857142857,0.7190042560245431,1.0238095238095237,79.53496428571428,26.322674561781504,7.185714285714283,19.85178571428571,0.8143546869285209,1.7377142857142864,68.67678571428571,0.9444852690589656,2.508571428571429,49.03928571428572,3.0843478290575854,8.185714285714283,69.66284166666667,24.611841881098787,-27.258800000000008,1e-06,1e-06,1e-06,1e-06,0.0,0.0,13.892857142857142,14.571428571428571,5.185714285714286,5.528571428571429,98.24357142857143,72.43271428571428,20.138357142857146,21.21257142857143,53.4602,37.686899999999994,7.2023809523809526,8.21904761904762,1e-06,1e-06,0,0
문의,2016-05-09,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,13.325,1.834264992094788,4.7428571428571455,8.142857142857142,0.13739560044050983,0.24285714285714288,11.585714285714285,0.19665571282765903,0.042857142857142705,1.817857142857143,0.22641279800850667,-0.08571428571428563,5.696428571428572,1.2063765530526123,3.0142857142857142,,,,7.419047619047619,0.8041347232032859,0.8142857142857141,74.97382142857144,29.759606198084192,-9.403285714285715,26.94739285714286,12.097810612084622,28.20171428571428,69.37607142857142,0.8433487519092752,2.1414285714285626,51.332142857142856,2.8179703037209367,7.142857142857146,64.24494166666666,27.293180204620253,-63.51116666666666,1e-06,1e-06,1e-06,1e-06,0.0,0.0,14.850000000000001,15.12857142857143,6.621428571428572,7.714285714285714,59.71757142857143,47.002428571428574,34.534928571428566,47.85728571428571,40.48049999999999,43.2741,8.130952380952381,8.042857142857143,1e-06,1e-06,0,0
문의,2016-05-16,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,14.85,1.1732781565566894,3.271428571428574,8.221428571428572,0.0384654629081038,-0.014285714285714235,11.610714285714288,0.2216300926300023,0.5142857142857142,1.7571428571428571,0.27682603392965865,-0.7428571428571431,6.571428571428571,1.4172047797531249,3.3571428571428585,,,,7.525,0.7999672258025808,1.4666666666666668,70.66817857142857,33.1835067177274,-84.87128571428572,35.450785714285715,15.46834339391393,34.60499999999999,69.87607142857142,0.48933771882128774,1.107142857142847,52.996428571428574,1.6678341999033806,3.7714285714285722,53.825125,13.568737925904351,-4.127500000000012,1e-06,1e-06,1e-06,1e-06,0.0,0.0,15.807142857142859,16.485714285714288,7.957142857142857,8.200000000000001,43.09278571428571,39.183142857142855,50.763214285714284,53.66914285714285,54.19005,65.106,7.847619047619047,7.652380952380952,1e-06,1e-06,0,0
문의,2016-05-23,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,16.107142857142858,1.4160342726164812,3.671428571428569,8.239285714285714,0.05658206970626766,0.057142857142858716,11.678571428571429,0.1630387458644752,0.17142857142857082,1.5357142857142858,0.1661386192801859,-0.44285714285714306,6.771428571428571,1.1987663727042608,0.11428571428571388,,,,9.102380952380953,1.9695715316130535,4.276190476190475,46.722,16.266842689711996,-44.163,48.811428571428564,18.355321145017722,51.294142857142866,70.07178571428571,0.17290841919516556,-0.17714285714285438,53.65714285714286,0.598552676146763,-0.6285714285714334,39.808408333333325,18.48150518505482,-24.520266666666664,1e-06,1e-06,1e-06,1e-06,0.0,0.0,17.364285714285714,18.24285714285714,6.921428571428573,5.642857142857143,33.72642857142857,28.269714285714286,63.08792857142858,72.5067142857143,39.136316666666666,13.166633333333332,10.073809523809523,12.495238095238095,1e-06,1e-06,0,0
문의,2016-05-30,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,17.50357142857143,1.8884281067294322,5.028571428571425,8.214285714285715,0.06468132241526782,0.0,11.653571428571428,0.20060495242833706,-0.4571428571428555,1.482142857142857,0.111746341765443,-0.0714285714285714,6.203571428571428,1.9534473713548215,-4.457142857142857,,,,8.786904761904761,2.1760351486715397,-1.0857142857142854,34.75407142857143,8.882349339032565,-22.441428571428574,62.59953571428572,12.090554638775442,28.507714285714286,69.8717857142857,0.41923080073595864,-1.0885714285714272,52.97142857142857,1.4362294740189756,-3.728571428571435,38.813941666666665,18.67491537864771,-9.56506666666666,1e-06,1e-06,1e-06,1e-06,0.0,0.0,19.199999999999996,20.157142857142855,4.45,3.257142857142857,26.415357142857143,24.561,74.43585714285715,76.365,23.437833333333334,33.70903333333334,9.726190476190476,6.957142857142857,1e-06,1e-06,0,0
문의,2016-06-06,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,18.977678571428573,1.755883649784812,4.539285714285715,8.209375000000001,0.06940636356683379,-0.09107142857143025,11.25982142857143,0.6245374563937507,-1.632142857142858,1.5785714285714285,0.25664634604602404,0.5428571428571429,5.403125,1.8219792475513146,-3.687500000000001,,,,9.24642857142857,2.1644399206418337,2.2285714285714295,26.266285714285715,9.332780251044472,-26.131857142857143,69.62589285714286,9.333914955236184,22.293571428571433,69.41785714285714,0.6395633874219249,-1.674285714285702,51.44285714285714,2.148872509299818,-5.628571428571433,28.050208333333334,24.501233037626843,-64.88683333333333,1e-06,1e-06,1e-06,1e-06,0.0,0.0,20.59107142857143,21.025000000000002,3.8848214285714286,4.5125,18.806142857142856,13.051285714285713,76.16385714285714,75.96271428571428,16.964100000000002,0.2191666666666666,8.41904761904762,9.880952380952381,1e-06,1e-06,0,0
문의,2016-06-13,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,20.441071428571426,1.4880315462560147,4.096428571428575,8.210714285714285,0.0698143492940171,-0.08035714285714235,10.744642857142857,0.7555259858576161,-1.817857142857143,1.7053571428571428,0.28861805669961327,0.6499999999999997,4.833928571428572,1.052435071195194,0.2803571428571425,,,,8.70595238095238,2.6989318769920803,-7.004761904761906,20.663107142857143,6.044559803502009,-11.499285714285715,75.00364285714286,1.5032394866027223,2.673428571428559,68.80535714285715,0.7952264309808929,-2.125714285714281,49.425,2.5968461051586287,-6.942857142857136,13.439016666666667,12.566329508684442,-6.505399999999998,1e-06,1e-06,1e-06,1e-06,0.0,0.0,21.682142857142857,22.339285714285715,5.217857142857143,5.923214285714286,14.910857142857143,16.77042857142857,75.57142857142857,75.18014285714285,3.4402,6.661233333333334,7.685714285714285,5.49047619047619,1e-06,1e-06,0,0
문의,2016-06-20,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,21.830357142857142,1.3772025494620972,3.642857142857146,8.239285714285714,0.11507124013463368,0.27142857142857224,10.398214285714285,0.5729917235930397,-1.1142857142857157,1.8089285714285712,0.18567135492804565,0.1857142857142855,4.801785714285714,1.0289395112722337,2.257142857142857,,,,7.597619047619048,1.6030777512784562,1.1047619047619044,18.230785714285716,4.157143094624441,-6.020571428571429,74.1465357142857,2.9570082084165494,-7.286714285714282,68.09142857142858,0.8357173382117586,-2.232857142857128,47.13214285714285,2.640624056575121,-7.05714285714285,14.317075,12.63911625548451,-17.030166666666673,1e-06,1e-06,1e-06,1e-06,0.0,0.0,23.06964285714286,23.8,5.71875,5.514285714285714,17.655428571428573,18.54042857142857,72.12921428571428,69.07828571428571,11.67005,16.678866666666664,6.776190476190475,8.061904761904762,1e-06,1e-06,0,0
문의,2016-06-27,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,22.994642857142857,1.437766168791869,3.7892857142857146,8.350000000000001,0.1783972364684829,0.46250000000000036,10.119642857142857,0.18661355081273837,0.0035714285714281147,1.8624999999999998,0.120730662456324,-0.24285714285714266,5.733928571428572,0.8864151532885659,2.4732142857142856,,,,7.761904761904761,1.562173321859116,-2.2666666666666675,18.061214285714286,3.901442702150484,10.831428571428573,70.59603571428572,5.550561539320658,-13.799714285714288,67.38000000000001,0.7932926731705818,-2.1185714285714425,44.910714285714285,2.434265907867109,-6.5,23.669725,28.015992647051664,70.90046666666667,1e-06,1e-06,1e-06,1e-06,0.0,0.0,24.307142857142857,24.814285714285717,6.25,6.985714285714286,21.21157142857143,23.882714285714286,65.62064285714285,62.163,43.89925,71.11963333333334,7.838095238095238,7.614285714285714,1e-06,1e-06,0,0
문의,2016-07-04,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,24.002678571428575,1.0698779702253287,2.7178571428571416,8.454910714285715,0.14232812204191914,0.32321428571428434,9.924107142857142,0.3291277801451353,-0.35357142857142776,4.619642857142857,4.855749209200684,11.064285714285717,6.287946428571429,0.5942665247910612,0.8053571428571429,,,,6.249999999999999,1.7001050387717644,-1.6571428571428561,35.46357142857143,27.37477351541759,65.89028571428572,64.88842857142858,8.202273184792077,-22.04785714285714,66.77357142857143,0.631218856576675,-1.6500000000000057,43.06428571428572,1.8933153084319743,-4.942857142857143,72.97953333333334,75.93801659351674,190.79716666666667,1e-06,1e-06,1e-06,1e-06,0.0,0.0,24.935714285714287,25.057142857142857,6.857142857142858,6.728571428571429,53.27171428571429,82.66071428571429,57.647642857142856,53.132285714285715,134.28901666666667,197.4584,5.723809523809524,3.8333333333333335,1e-06,1e-06,0,0
